customerid,y_prob
3370-HXOPH,0.8478025120957169
8132-YPVBX,0.8478025120957169
1212-GLHMD,0.8478025120957169
0432-CAJZV,0.8478025120957169
3966-HRMZA,0.8478025120957169
4749-OJKQU,0.8478025120957169
8714-CTZJW,0.8478025120957169
1658-TJVOA,0.8478025120957169
7398-SKNQZ,0.8478025120957169
4854-CIDCF,0.8478025120957169
6198-ZFIOJ,0.8478025120957169
8739-XNIKG,0.8478025120957169
0258-NOKBL,0.8478025120957169
8161-QYMTT,0.8478025120957169
4395-PZMSN,0.8478025120957169
4059-IIEBK,0.8478025120957169
7952-OBOYL,0.8478025120957169
6229-LSCKB,0.8478025120957169
0221-WMXNQ,0.8478025120957169
6357-JJPQT,0.8478025120957169
0187-QSXOE,0.8478025120957169
9714-EDSUC,0.8478025120957169
0840-DFEZH,0.8478025120957169
9741-YLNTD,0.8478025120957169
2789-HQBOU,0.8478025120957169
2081-VEYEH,0.8478025120957169
8325-QRPZR,0.8478025120957169
4853-OITSN,0.8478025120957169
5399-ZIMKF,0.8478025120957169
6630-UJZMY,0.8478025120957169
6734-GMPVK,0.8478025120957169
4983-CCWMC,0.8478025120957169
1197-BVMVG,0.8478025120957169
6918-UMQCG,0.8478025120957169
9633-XQABV,0.8478025120957169
1475-VWVDO,0.8478025120957169
9957-YODKZ,0.8478025120957169
8617-ENBDS,0.8478025120957169
7245-NIIWQ,0.8478025120957169
3420-ZDBMA,0.8478025120957169
0581-BXBUB,0.8478025120957169
6435-SRWBJ,0.8478025120957169
5760-IFJOZ,0.8478025120957169
2077-MPJQO,0.8478025120957169
3904-UKFRE,0.8478025120957169
0018-NYROU,0.8478025120957169
9620-ENEJV,0.8478025120957169
3462-BJQQA,0.8478025120957169
4090-KPJIP,0.8478025120957169
2800-VEQXM,0.8478025120957169
0958-YHXGP,0.8478025120957169
0644-OQMDK,0.8478025120957169
2135-DQWAQ,0.8478025120957169
3916-NRPAP,0.8478025120957169
3411-WLRSQ,0.8478025120957169
8993-IZEUX,0.8478025120957169
4291-SHSBH,0.8478025120957169
6458-CYIDZ,0.8478025120957169
6077-BDPXA,0.8478025120957169
2325-NBPZG,0.8478025120957169
3496-LFSZU,0.8478025120957169
5605-IYGFG,0.8478025120957169
8622-ZLFKO,0.8478025120957169
7823-JSOAG,0.8478025120957169
4566-NECEV,0.8478025120957169
3318-NMQXL,0.8478025120957169
1251-STYSZ,0.8478025120957169
2799-ARNLO,0.8478025120957169
9979-RGMZT,0.8478025120957169
6705-LXORM,0.8478025120957169
2123-AGEEN,0.8478025120957169
3453-RTHJQ,0.8478025120957169
9696-RMYBA,0.8478025120957169
8242-SOQUO,0.8478025120957169
6350-XFYGW,0.8478025120957169
5044-LRQAQ,0.8478025120957169
2181-UAESM,0.8300845486194671
4065-JJAVA,0.8300845486194671
7312-XSBAT,0.8300845486194671
9588-OZDMQ,0.8300845486194671
1942-OQFRW,0.8300845486194671
6778-YSNIH,0.8300845486194671
1728-BQDMA,0.8300845486194671
3798-EPWRR,0.8300845486194671
0674-EYYZV,0.8300845486194671
4195-NZGTA,0.8300845486194671
0374-AACSZ,0.8300845486194671
8705-WZCYL,0.8300845486194671
3716-UVSPD,0.8300845486194671
1536-HBSWP,0.8300845486194671
9822-OAOVB,0.8300845486194671
4373-VVHQL,0.8300845486194671
3841-CONLJ,0.8300845486194671
8286-AFUYI,0.8300845486194671
1928-BXYIV,0.8300845486194671
0248-IPDFW,0.8300845486194671
7365-BVCJH,0.8300845486194671
5501-TVMGM,0.8300845486194671
2969-QWUBZ,0.8300845486194671
1471-GIQKQ,0.8300845486194671
8356-WUAOJ,0.8300845486194671
8720-RQSBJ,0.8300845486194671
6907-FLBER,0.8300845486194671
2740-TVLFN,0.8300845486194671
3995-WFCSM,0.8300845486194671
4706-DGAHW,0.8300845486194671
0224-RLWWD,0.8300845486194671
4236-UJPWO,0.8300845486194671
4537-DKTAL,0.8300845486194671
9752-ZNQUT,0.8300845486194671
1478-VPOAD,0.8300845486194671
6185-TASNN,0.8300845486194671
0817-HSUSE,0.8300845486194671
6519-CFDBX,0.8300845486194671
7590-VHVEG,0.8300845486194671
3234-VKACU,0.8300845486194671
5879-SESNB,0.8291283378788579
1508-DFXCU,0.8291283378788579
7901-HXJVA,0.8291283378788579
9518-XXBXE,0.8291283378788579
3733-LSYCE,0.8291283378788579
7562-UXTPG,0.8291283378788579
3317-VLGQT,0.8291283378788579
4860-IJUDE,0.8291283378788579
3338-CVVEH,0.8291283378788579
5839-SUYVZ,0.8291283378788579
6583-KQJLK,0.8291283378788579
9494-MRNYX,0.8291283378788579
6986-IXNDM,0.8291283378788579
8563-OYMQY,0.8291283378788579
7668-XCFYV,0.8291283378788579
5606-AMZBO,0.8291283378788579
7508-SMHXL,0.8291283378788579
1384-RCUXW,0.8291283378788579
5652-MSDEY,0.8291283378788579
8224-DWCKX,0.8291283378788579
2507-QZPQS,0.8291283378788579
7718-RXDGG,0.8291283378788579
3842-QTGDL,0.8291283378788579
6215-NQCPY,0.8291283378788579
9290-SHCMB,0.8291283378788579
5453-AXEPF,0.8291283378788579
5288-AHOUP,0.8291283378788579
3629-ZNKXA,0.8291283378788579
2501-XWWTZ,0.8291283378788579
5609-IMCGG,0.8291283378788579
3587-PMCOY,0.8291283378788579
6591-QGOYB,0.8291283378788579
3853-LYGAM,0.8291283378788579
6557-BZXLQ,0.8291283378788579
6198-RTPMF,0.8291283378788579
9121-PHQSR,0.8291283378788579
4546-FOKWR,0.8291283378788579
5937-EORGB,0.8291283378788579
3292-PBZEJ,0.8291283378788579
5989-PGKJB,0.8291283378788579
2085-BOJKI,0.8291283378788579
4301-VVZKA,0.8291283378788579
6692-YQHXC,0.8291283378788579
9094-AZPHK,0.8291283378788579
1319-YLZJG,0.8291283378788579
9402-ORRAH,0.8291283378788579
1391-UBDAR,0.8291283378788579
1226-IENZN,0.8291283378788579
5183-SNMJQ,0.8291283378788579
7225-CBZPL,0.8291283378788579
0315-LVCRK,0.8291283378788579
2739-CACDQ,0.8291283378788579
0928-XUTSN,0.8291283378788579
8272-ONJLV,0.8291283378788579
5599-HVLTW,0.8291283378788579
6599-GZWCM,0.8291283378788579
7315-WYOAW,0.8291283378788579
5701-YVSVF,0.8291283378788579
9274-UARKJ,0.8291283378788579
9584-EXCDZ,0.8291283378788579
5271-DBYSJ,0.8291283378788579
4298-OYIFC,0.8291283378788579
4559-UWIHT,0.8291283378788579
5935-FCCNB,0.8291283378788579
7852-LECYP,0.8291283378788579
1173-XZPYF,0.8291283378788579
5035-BVCXS,0.8291283378788579
7126-RBHSD,0.8291283378788579
0620-DLSLK,0.8291283378788579
7206-PQBBZ,0.8291283378788579
8544-GOQSH,0.8291283378788579
8903-WMRNW,0.8291283378788579
4583-PARNH,0.8291283378788579
6833-JMZYP,0.8291283378788579
5686-CMAWK,0.8291283378788579
7410-OIEDU,0.8291283378788579
2187-PKZAY,0.8291283378788579
1960-UYCNN,0.8291283378788579
4536-PLEQY,0.8291283378788579
6078-VESFR,0.8291283378788579
3969-GYXEL,0.8291283378788579
9773-PEQBZ,0.8291283378788579
1346-UFHAX,0.8291283378788579
2694-CIUMO,0.8291283378788579
3088-LHEFH,0.8291283378788579
5146-CBVOE,0.8291283378788579
9272-LSVYH,0.8291283378788579
5429-LWCMV,0.8291283378788579
6416-YJTTB,0.8291283378788579
0848-ZGQIJ,0.8291283378788579
0365-BZUWY,0.8291283378788579
3320-VEOYC,0.8291283378788579
7129-CAKJW,0.8291283378788579
9506-UXUSK,0.8291283378788579
6719-OXYBR,0.8291283378788579
3703-KBKZP,0.8291283378788579
8104-OSKWT,0.8291283378788579
5348-CAGXB,0.8291283378788579
3365-SAIGS,0.8291283378788579
7858-GTZSP,0.8291283378788579
6646-JPPHA,0.8291283378788579
9093-FPDLG,0.8291283378788579
9529-OFXHY,0.8291283378788579
9432-VOFYX,0.8291283378788579
8107-KNCIM,0.8291283378788579
2876-GZYZC,0.8291283378788579
0577-WHMEV,0.8291283378788579
7517-LDMPS,0.8291283378788579
7596-LDUXP,0.8291283378788579
5404-GGUKR,0.7868303995741931
7129-ACFOG,0.7868303995741931
2041-JIJCI,0.7868303995741931
7905-TVXTA,0.7868303995741931
6637-KYRCV,0.7868303995741931
4482-FTFFX,0.7868303995741931
5882-CMAZQ,0.7868303995741931
0365-GXEZS,0.782993379211376
3569-EDBPQ,0.782993379211376
5956-YHHRX,0.782993379211376
5226-NOZFC,0.782993379211376
3709-OIJEA,0.782993379211376
7392-YYPYJ,0.782993379211376
1580-BMCMR,0.782993379211376
5222-IMUKT,0.782993379211376
9903-LYSAB,0.782993379211376
3427-GGZZI,0.782993379211376
2371-JQHZZ,0.782993379211376
3452-GWUIN,0.782993379211376
7272-QDCKA,0.782993379211376
9208-OLGAQ,0.782993379211376
3956-MGXOG,0.782993379211376
7855-DIWPO,0.782993379211376
3096-GKWEB,0.782993379211376
0491-KAPQG,0.782993379211376
0114-PEGZZ,0.782993379211376
6486-LHTMA,0.782993379211376
7278-CKDNC,0.782993379211376
7504-UWHNB,0.782993379211376
8849-AYPTR,0.782993379211376
8166-ORCHU,0.782993379211376
5899-OUVKV,0.782993379211376
2322-VCZHZ,0.782993379211376
9885-AIBVB,0.782993379211376
0439-IFYUN,0.782993379211376
8709-KRDVL,0.782993379211376
5666-CYCYZ,0.782993379211376
8313-NDOIA,0.782993379211376
4183-MYFRB,0.782993379211376
0480-BIXDE,0.782993379211376
1769-GRUIK,0.782993379211376
1550-EENBN,0.782993379211376
0082-OQIQY,0.782993379211376
0682-USIXD,0.782993379211376
3955-JBZZM,0.782993379211376
2675-OTVVJ,0.782993379211376
7422-WNBTY,0.782993379211376
6559-PDZLR,0.782993379211376
4465-VDKIQ,0.782993379211376
2107-FBPTK,0.782993379211376
5216-WASFJ,0.782993379211376
5382-SOYZL,0.782993379211376
9355-NPPFS,0.782993379211376
8486-AYEQH,0.782993379211376
1766-GKNMI,0.782993379211376
1730-ZMAME,0.782993379211376
3312-ZWLGF,0.782993379211376
4692-NNQRU,0.782993379211376
2495-KZNFB,0.782993379211376
6242-MBHPK,0.782993379211376
1028-FFNJK,0.782993379211376
1307-ATKGB,0.782993379211376
8875-AKBYH,0.782993379211376
1104-TNLZA,0.782993379211376
2604-IJPDU,0.782993379211376
1818-ESQMW,0.782993379211376
2960-NKRSO,0.782993379211376
5016-IBERQ,0.782993379211376
4716-HHKQH,0.782993379211376
9058-MJLZC,0.782993379211376
6103-BOCOU,0.782993379211376
6726-WEXXK,0.782993379211376
2985-FMWYF,0.782993379211376
2809-ZMYOQ,0.782993379211376
8630-FJLIB,0.782993379211376
0650-BWOZN,0.782993379211376
3002-WQZWT,0.782993379211376
4612-SSVHJ,0.782993379211376
8819-IMISP,0.782993379211376
6267-DCFFZ,0.782993379211376
4521-YEEHE,0.782993379211376
2916-BQZLN,0.782993379211376
5995-SNNEW,0.782993379211376
2603-HVKCG,0.782993379211376
5692-ICXLW,0.782993379211376
7801-KICAO,0.782993379211376
0674-DGMAQ,0.782993379211376
2504-DSHIH,0.782993379211376
7924-GJZFI,0.782993379211376
4824-GUCBY,0.782993379211376
9365-SRSZE,0.782993379211376
7277-OZCGZ,0.782993379211376
5213-TWWJU,0.782993379211376
7030-NJVDP,0.782993379211376
5233-AOZUF,0.782993379211376
5129-JLPIS,0.782993379211376
5117-IFGPS,0.782993379211376
1302-UHBDD,0.782993379211376
4673-KKSLS,0.782993379211376
9927-DSWDF,0.782993379211376
7978-DKUQH,0.782993379211376
0921-OHLVP,0.782993379211376
6507-ZJSUR,0.782993379211376
6030-REHUX,0.782993379211376
4998-IKFSE,0.782993379211376
5022-KVDQT,0.782993379211376
5628-FCGYG,0.782993379211376
5650-YLIBA,0.782993379211376
2523-EWWZL,0.782993379211376
8189-XRIKE,0.782993379211376
9919-KNPOO,0.782993379211376
1422-DGUBX,0.782993379211376
0168-XZKBB,0.782993379211376
3003-CMDUU,0.782993379211376
1855-AGAWH,0.782993379211376
7401-RUBNK,0.782993379211376
7402-EYFXX,0.782993379211376
9360-OMDZZ,0.782993379211376
2122-YWVYA,0.782993379211376
9552-TGUZV,0.7551842994599572
8270-RKSAP,0.7551842994599572
6339-YPSAH,0.7551842994599572
8087-LGYHQ,0.7551842994599572
7363-QTBIW,0.7551842994599572
9796-BPKIW,0.7551842994599572
6969-MVBAI,0.7551842994599572
1016-DJTSV,0.7551842994599572
3987-KQDDU,0.7551842994599572
2215-ZAFGX,0.7551842994599572
2754-SDJRD,0.7551842994599572
5895-QSXOD,0.7551842994599572
8541-QVFKM,0.7551842994599572
4480-QQRHC,0.7551842994599572
3199-XGZCY,0.7551842994599572
3030-YDNRM,0.7551842994599572
7354-OIJLX,0.7551842994599572
2959-FENLU,0.7551842994599572
4123-DVHPH,0.7551842994599572
8584-KMVXD,0.7551842994599572
3914-FDRHP,0.7551842994599572
6860-YRJZP,0.7551842994599572
4813-HQMGZ,0.7551842994599572
7994-UYIVZ,0.7551842994599572
6496-JDSSB,0.7551842994599572
2688-BHGOG,0.7551842994599572
8778-LMWTJ,0.7551842994599572
0570-BFQHT,0.7551842994599572
4884-ZTHVF,0.7551842994599572
4445-ZJNMU,0.7551842994599572
7426-RHZGU,0.7551842994599572
1219-NNDDO,0.7551842994599572
7967-HYCDE,0.7551842994599572
8990-ZXLSU,0.7551842994599572
5405-ZMYXQ,0.7551842994599572
0196-JTUQI,0.7551842994599572
4633-MKHYU,0.7551842994599572
5928-QLDHB,0.7551842994599572
1200-TUZHR,0.7551842994599572
7020-OZKXZ,0.7551842994599572
4299-SIMNS,0.7551842994599572
6145-NNPNO,0.7426743494576251
3413-BMNZE,0.7426743494576251
2275-RBYQS,0.7426743494576251
6158-HDPXZ,0.7426743494576251
3577-AMVUX,0.7426743494576251
9537-VHDTA,0.7426743494576251
2103-ZRXFN,0.7426743494576251
9895-VFOXH,0.7426743494576251
1845-ZLLIG,0.7426743494576251
1453-RZFON,0.7426743494576251
1895-QTKDO,0.7426743494576251
0623-GDISB,0.7426743494576251
1816-FLZDK,0.7426743494576251
2585-KTFRE,0.7426743494576251
4727-MCYZG,0.7426743494576251
3566-HJGPK,0.7426743494576251
7537-RBWEA,0.7426743494576251
9214-EKVXR,0.7426743494576251
8757-TFHHJ,0.7426743494576251
5133-POWUA,0.7426743494576251
6582-OIVSP,0.7426743494576251
2209-XADXF,0.7426743494576251
3518-PZXZQ,0.7426743494576251
8885-QSQBX,0.7426743494576251
2049-BAFNW,0.7426743494576251
2672-OJQZP,0.7426743494576251
8695-WDYEA,0.7426743494576251
2853-CWQFQ,0.7426743494576251
2273-QCKXA,0.7426743494576251
3961-SXAXY,0.7426743494576251
2538-OIMXF,0.7426743494576251
5858-EAFCZ,0.7426743494576251
6888-SBYAI,0.7426743494576251
4367-NHWMM,0.7426743494576251
8710-YGLWG,0.7426743494576251
6127-IYJOZ,0.7426743494576251
8985-OOPOS,0.7426743494576251
6260-ONULR,0.7426743494576251
6917-IAYHD,0.7426743494576251
7442-YGZFK,0.7426743494576251
5999-LCXAO,0.7426743494576251
3069-SSVSN,0.7426743494576251
2043-WVTQJ,0.7426743494576251
7754-IXRMC,0.7426743494576251
0082-LDZUE,0.7426743494576251
2607-FBDFF,0.7426743494576251
4146-SVFUD,0.7426743494576251
8180-AKMJV,0.7426743494576251
8950-MTZNV,0.7426743494576251
9108-EJFJP,0.7426743494576251
7252-NTGSS,0.7426743494576251
3439-GVUSX,0.7426743494576251
6650-VJONK,0.7426743494576251
7794-JASDG,0.7426743494576251
6656-JWRQX,0.7426743494576251
5351-QESIO,0.7426743494576251
9244-ZVAPM,0.7426743494576251
5207-PLSTK,0.7426743494576251
0508-OOLTO,0.7199340668750268
6137-NICCO,0.7199340668750268
3071-VBYPO,0.7199340668750268
3855-ONCAR,0.7199340668750268
0455-XFASS,0.7199340668750268
1077-HUUJM,0.7199340668750268
7326-RIGQZ,0.7199340668750268
8212-DJRCH,0.7199340668750268
8120-JDCAM,0.7199340668750268
9643-AVVWI,0.7199340668750268
6645-MXQJT,0.7199340668750268
5168-MSWXT,0.7199340668750268
9389-ACWBI,0.7199340668750268
3191-CSNMG,0.7199340668750268
5600-KTXFM,0.7199340668750268
3130-ICDUP,0.7199340668750268
6786-OBWQR,0.7199340668750268
7501-VTYLJ,0.7146668605285159
9667-TKTVZ,0.7146668605285159
0541-FITGH,0.7146668605285159
5365-LLFYV,0.7146668605285159
1791-PQHBB,0.7146668605285159
1777-JYQPJ,0.7146668605285159
7389-KBFIT,0.7146668605285159
6629-LADHQ,0.7146668605285159
5948-UJZLF,0.7146668605285159
6022-KOUQO,0.7146668605285159
9992-UJOEL,0.7146668605285159
6817-WTYHE,0.7146668605285159
8654-DHAOW,0.7146668605285159
5173-WXOQV,0.7146668605285159
4223-WOZCM,0.7146668605285159
3278-FSIXX,0.7146668605285159
3090-LETTY,0.7146668605285159
6844-DZKRF,0.7146668605285159
8805-JNRAZ,0.7146668605285159
5916-QEWPT,0.7146668605285159
5968-VXZLG,0.7146668605285159
6048-QBXKL,0.7146668605285159
9638-JIQYA,0.7146668605285159
3620-MWJNE,0.7146668605285159
9738-QLWTP,0.699679743667659
3692-JHONH,0.699679743667659
5153-RTHKF,0.699679743667659
5439-WIKXB,0.699679743667659
1320-REHCS,0.699679743667659
5649-RXQTV,0.699679743667659
1394-SUIUH,0.699679743667659
8058-DMYRU,0.699679743667659
2896-TBNBE,0.699679743667659
9822-WMWVG,0.699679743667659
4075-JFPGR,0.699679743667659
8818-DOPVL,0.699679743667659
3584-WKTTW,0.699679743667659
6807-SIWJI,0.699679743667659
0750-EBAIU,0.699679743667659
9659-QEQSY,0.699679743667659
5973-EJGDP,0.699679743667659
7245-JMTTQ,0.699679743667659
6362-QHAFM,0.699679743667659
8695-ARGXZ,0.699679743667659
8728-SKJLR,0.699679743667659
0434-CSFON,0.699679743667659
5371-VYLSX,0.699679743667659
2750-BJLSB,0.699679743667659
5144-TVGLP,0.699679743667659
9112-WSNPU,0.699679743667659
0080-OROZO,0.699679743667659
6199-IWKGC,0.699679743667659
1751-NCDLI,0.699679743667659
9281-OFDMF,0.699679743667659
1357-BIJKI,0.699679743667659
0093-EXYQL,0.699679743667659
2347-WKKAE,0.699679743667659
5019-GQVCR,0.699679743667659
6116-RFVHN,0.699679743667659
2014-MKGMH,0.699679743667659
2038-LLMLM,0.699679743667659
1910-FMXJM,0.699679743667659
4393-RYCRE,0.699679743667659
7048-GXDAY,0.699679743667659
5630-IXDXV,0.699679743667659
4176-FXYBO,0.699679743667659
4690-PKDQG,0.699679743667659
3384-CTMSF,0.699679743667659
9356-AXGMP,0.699679743667659
8008-ESFLK,0.699679743667659
2800-QQUSO,0.699679743667659
9681-KYGYB,0.699679743667659
9168-INPSZ,0.699679743667659
0396-YCHWO,0.699679743667659
2697-NQBPF,0.699679743667659
9278-VZKCD,0.699679743667659
0853-NWIFK,0.699679743667659
1666-JXLKU,0.699679743667659
7025-IWFHT,0.699679743667659
9576-SYUHJ,0.699679743667659
6896-SRVYQ,0.699679743667659
8033-VCZGH,0.699679743667659
7402-PWYJJ,0.699679743667659
5712-AHQNN,0.699679743667659
7586-ZATGZ,0.699679743667659
0899-LIIBW,0.699679743667659
8627-ZYGSZ,0.699679743667659
6212-ATMLK,0.699679743667659
1360-JYXKQ,0.699679743667659
2758-RNWXS,0.699679743667659
5461-QKNTN,0.699679743667659
9508-ILZDG,0.699679743667659
5671-UUNXD,0.699679743667659
5857-TYBCJ,0.699679743667659
0147-ESWWR,0.699679743667659
0887-WBJVH,0.699679743667659
4724-WXVWF,0.699679743667659
4760-THGOT,0.699679743667659
6250-CGGUN,0.699679743667659
7047-FWEYA,0.699679743667659
0959-WHOKV,0.699679743667659
5981-ZVXOT,0.699679743667659
0420-HLGXF,0.699679743667659
3481-JHUZH,0.699679743667659
2080-CAZNM,0.699679743667659
3588-WSTTJ,0.699679743667659
7460-ITWWP,0.699679743667659
8189-HBVRW,0.699679743667659
9003-CPATH,0.699679743667659
9972-VAFJJ,0.699679743667659
0585-EGDDA,0.699679743667659
3714-NTNFO,0.699679743667659
8152-UOBNY,0.699679743667659
5176-LDKUH,0.699679743667659
3503-TYDAY,0.699679743667659
6851-WEFYX,0.699679743667659
2207-QPJED,0.699679743667659
8012-SOUDQ,0.699679743667659
9732-EQMWY,0.699679743667659
2832-KJCRD,0.699679743667659
6821-JPCDC,0.699679743667659
0422-UXFAP,0.699679743667659
9450-TRJUU,0.699679743667659
2927-QRRQV,0.699679743667659
5302-BDJNT,0.699679743667659
2786-GCDPI,0.699679743667659
2402-TAIRZ,0.699679743667659
6988-CJEYV,0.699679743667659
0376-OIWME,0.699679743667659
2874-YXVVA,0.699679743667659
7103-IPXPJ,0.699679743667659
9699-UBQFS,0.699679743667659
3898-GUYTS,0.699679743667659
7064-FRRSW,0.699679743667659
3951-NJCVI,0.699679743667659
2587-EKXTS,0.699679743667659
1370-GGAWX,0.699679743667659
4128-ETESU,0.699679743667659
0380-NEAVX,0.699679743667659
9469-WEJBT,0.699679743667659
2921-XWDJH,0.699679743667659
4062-HBMOS,0.699679743667659
9053-EJUNL,0.699679743667659
6522-YRBXD,0.699679743667659
2439-LYPMQ,0.699679743667659
7975-TZMLR,0.699679743667659
9833-TGFHX,0.699679743667659
1078-TDCRN,0.6976054363067631
8167-GJLRN,0.6976054363067631
8676-OOQEJ,0.6976054363067631
0374-IOEGQ,0.6976054363067631
4815-GBTCD,0.6976054363067631
0411-EZJZE,0.6976054363067631
6994-KERXL,0.6976054363067631
8388-FYNPZ,0.6976054363067631
9572-WUKSB,0.6976054363067631
5543-QDCRY,0.6976054363067631
9743-DQKQW,0.6976054363067631
5122-CYFXA,0.6976054363067631
5960-MVTUK,0.6976054363067631
7339-POGZN,0.6976054363067631
5071-FBJFS,0.6976054363067631
8404-GFGCZ,0.6976054363067631
2480-SQIOB,0.6976054363067631
0988-JRWWP,0.6976054363067631
2831-EBWRN,0.6976054363067631
7404-JLKQG,0.6976054363067631
8313-KTIHG,0.6976054363067631
3748-FVMZZ,0.6976054363067631
7853-OETYL,0.6976054363067631
1575-KRZZE,0.6976054363067631
2988-PLAHS,0.6976054363067631
0928-JMXNP,0.6976054363067631
5356-CSVSQ,0.6976054363067631
8543-MSDMF,0.6976054363067631
2903-YYTBW,0.6641336995866814
8445-DNBAE,0.6641336995866814
8064-RAVOH,0.6641336995866814
7729-JTEEC,0.6641336995866814
7246-ZGQDF,0.6641336995866814
1406-PUQVY,0.6641336995866814
2862-PFNIK,0.6641336995866814
5522-JBWMO,0.6641336995866814
8903-XEBGX,0.6641336995866814
6339-DKLMK,0.6522122778267997
8645-KWHJO,0.6522122778267997
2931-FSOHN,0.6522122778267997
4226-KKDON,0.6522122778267997
1335-NTIUC,0.6522122778267997
3604-WLABM,0.6522122778267997
5392-AKEMH,0.6522122778267997
8229-MYEJZ,0.6522122778267997
0212-ISBBF,0.6522122778267997
0749-IRGQE,0.6522122778267997
5780-INQIK,0.6522122778267997
7629-WIXZF,0.6522122778267997
2272-UOINI,0.6522122778267997
1442-BQPVU,0.6522122778267997
7750-EYXWZ,0.6522122778267997
4080-IIARD,0.6522122778267997
6218-KNUBD,0.6522122778267997
6537-QLGEX,0.6522122778267997
1353-LJWEM,0.6522122778267997
6576-FBXOJ,0.6522122778267997
8160-HOWOX,0.6522122778267997
8220-OCUFY,0.6522122778267997
7077-XJMET,0.6522122778267997
0096-BXERS,0.6522122778267997
4522-AKYLR,0.6522122778267997
6625-UTXEW,0.6522122778267997
0430-IHCDJ,0.6522122778267997
7351-KYHQH,0.6522122778267997
2582-FFFZR,0.6522122778267997
1849-RJYIG,0.6522122778267997
4307-KWMXE,0.6522122778267997
0015-UOCOJ,0.6522122778267997
5568-DMXZS,0.6522122778267997
2971-SGAFL,0.6522122778267997
4468-KAZHE,0.6522122778267997
5445-GLVOT,0.6522122778267997
6789-HJBWG,0.6522122778267997
7798-JVXYM,0.6522122778267997
6133-OZILE,0.6522122778267997
1310-QRITU,0.6522122778267997
2599-CZABP,0.6522122778267997
8648-PFRMP,0.6522122778267997
1399-UBQIU,0.6522122778267997
9314-QDMDW,0.6522122778267997
0668-OGMHD,0.6522122778267997
5533-NHFRF,0.6522122778267997
7285-KLOTR,0.6522122778267997
6599-SFQVE,0.6522122778267997
6652-YFFJO,0.6522122778267997
1101-SSWAG,0.6522122778267997
8967-SZQAS,0.6522122778267997
8158-WPEZG,0.6522122778267997
1596-OQSPS,0.6522122778267997
4570-QHXHL,0.6522122778267997
7318-EIVKO,0.6522122778267997
